idx_all,idx,english,french,ALL VOTEINTENTION,ALL CRITICISM,ALL SUPPORT,MACRON VOTEINTENTION,LEPEN VOTEINTENTION,MELENCHON VOTEINTENTION,MACRON CRITICISM,LEPEN CRITICISM,MELENCHON CRITICISM,MACRON  SUPPORT,LEPEN SUPPORT,MELENCHON SUPPORT
2178796,228,"I think it's sincere, as they really believed that Mélenchon could succeed. I'm not throwing stones at them, I respect them. I tried to warn them, but I don't carry any weight. We'll see the return of the beavers.","Je pense que  est sincère comme  ils croyaient vraiment que Mélenchon pouvait passer, je ne leur jette pas la pierre, je les estime, j'ai tenté de les prévenir mais je ne pèse rien. On va voir le retour des castors.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
568095,229,"Hello, I am a professional graphic designer (vote Mélenchon)",Bonjour je suis graphiste professionnel (votez Mélenchon),Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
3442848,230,"I say the opposite of you, B.F. If we love France, we vote for Mélenchon so that the country's motto is truly applied: liberty, equality, fraternity!","Moi, je dits le contraire de vous B.F, si on aime la France on vote Mélenchon pour que la devise du pays soit appliquée pour de vrai : liberté, égalité, fraternité !",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
3475820,231,"Myriam, I too am very angry about the result, there was a rigging, we should have had Mélenchon Macron. In 2017 I voted for Macron and I still regret it, there is no way I will give my vote to the FN. I will not go to vote, think carefully, you will regret it all your life","Myriam,moi aussi je suis très en colère du résultat,il y a eu trucage on aurait dû avoir Mélenchon Macron.En 2017 g voté Macron au2ntour et je le regrette encore,il est hors2question que je donne ma voix au FN. Je n'irai pas voter réfléchissez bien,vs le regretterez tte votre vie",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3815227,232,"Yes, of course I'm going to vote for Mélenchon and throw Macron's crook in the trash.",Oui bien sûr que je vais voter pour Mélenchon et le truand de Macron à la poubelle.,Mélenchon,Macron,Mélenchon,NO,NO,YES,YES,NO,NO,NO,NO,YES
2829697,233,"The most precise results for Bordeaux came in a few moments ago. Mélenchon won the voting blocks in the south (St-Michel, St-Jean station), the east (right bank), the north (Grand Parc, Bdx-Lac) + most of the quays (reclassified under Juppé and a showcase of his power).","Les résultats + précis pour Bordeaux sont tombés il y a qqls instants.  Mélenchon remporte les b. de vote au sud (St-Michel, gare St-Jean), à l'est (rive droite), au nord (Grand Parc, Bdx-Lac) + la majeure partie des quais (requalifiés sous Juppé et vitrine de son pouvoir) ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1734640,234,"Uh, Mélenchon was also in government. Cohabitation always works to the President's advantage, because he's positioned as an arbiter. I'm for Macron and I think it would be best for him.","Heu Mélenchon aussi a été au gouvernement. La cohabitation tourne toujours à l'avantage du Président, car du coup il est positionné comme un arbitre. Je suis pour Macron et je trouve que ce serai le mieux pour lui.",Macron,None,Macron,YES,NO,NO,NO,NO,NO,YES,NO,NO
2001833,235,"I said yesterday that I was close to voting for Mélenchon to have him vs Macron in the second round, why would I be on a crusade for Inès?","J'ai dit hier que j'étais proche de voter Mélenchon pour avoir lui vs Macron au 2nd tour, pourquoi je serais en croisade Inès ?",Mélenchon,None,None,NO,NO,YES,NO,NO,NO,NO,NO,NO
3382779,236,"Thanks for the info, your tweet reassures me. Because if a large number voted for Mélenchon in the first round, I can hardly imagine, even if I could be wrong, these same young people giving their trust to Mrs. Le Pen.",Merci pour l'info votre tweet me rassure . Car si pour un grand nombre ont voté Mélenchon au premier tour . J'imagine mal même si je peux me tromper ces même jeunes accorder leur confiance à Mme Le Pen .,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2258031,237,"I'm going to vote for Mélenchon because I believe it's time to pick up the cards, reshuffle them, redistribute them, define new rules of the game together, and let a new game begin. That's it. Melenchon2022","Je vais voter Mélenchon parce que j'estime qu'il est temps de ramasser les cartes, de les rebattre, de les redistribuer, de définir ensemble de nouvelles règles du jeu et qu'une nouvelle partie commence. Voilà. Melenchon2022",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
4981041,238,Voting among those over 70: - Macron 41% - Le Pen 13% - Pécresse 12% - Mélenchon 9% Macron's youthful and dynamic side appeals especially to older people.,Vote chez les plus de 70 ans :  - Macron 41% - Le Pen 13% - Pécresse 12% - Mélenchon 9% Le côté jeune et dynamique de Macron plaît surtout aux vieux.,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3170794,239,"But stop talking DIRTY BIG SHIT ""I'm not talking about Mélenchon but about Macron"" WAS THAT COMPLICATED??? DIRTY FUCKING GOLMON??? Instead: ""gndugnnn trouduku areu areuu connifif matroquaje defirivé inteloctuel imam capitaliste"" AHAHAHAHAHAH","Mais arrête de parler SALE GROSSE MERDE  ""Je ne parle pas de Mélenchon mais de Macron"" C'ETAIT COMPLIQUÉ ÇA ??? SALE PUTAIN DE GOLMON ???  A la place : ""gndugnnn trouduku areu areuu connifif matroquaje defirivé inteloctuel imam capitaloste"" AHAHAHAHAHAH ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2033625,240,"I would have voted for Egger or Asselineau if they had the signatures (even if I have 2 different opinions on nuclear power and China), I only remember 4 out of 12: Lassale and Poutou for honesty, NDA for his positions on the health dictatorship and Mélenchon to get rid of Macron.","J'aurais voter Egger ou Asselineau s'ils avaient eu les signatures (même si j'ai 2 différents sur le nucléaire et la Chine), je n'en retiens que 4 sur les 12 : Lassale et Poutou pour l'honnêteté, NDA pour ses positions sur la dictature sanitaire et Mélenchon pour dégager macron.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5741424,241,"What did you do? Know that Mr. Mélenchon did not give a voting order, directly to vote Macron he was vague I think that Mr. Mélenchon is happy that Marine Le Pen comes to power out of revenge to divide to better reign You speak Chinese","vous avez fait quoi sachez que Monsieur Mélenchon n'a pas donné d'ordre de vote, direct à voter Macron il a été vague moi je pense que Monsieur Mélenchon  content que  Marine Le Pen passe au pouvoir par vengeance désunir pour mieux régner Vous parlez chinois",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5805449,242,"In my opinion, Jadot would have been justified in saying ""I'm withdrawing to support Mélenchon."" From an environmental point of view, it must be said that the AEC is much more up to date than Jadot's program. The same goes for the ""social"" part of the Socialist Party candidate.","À mes yeux Jadot aurait été légitime de dire ""je me retire pour soutenir Mélenchon"", d'un point de vue écolo, faut se le dire, L'AEC est beaucoup plus au point que le programme de Jadot. Pareil sur la partie ""social"" de la candidate du Parti Socialiste.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2535139,243,"Lassalle (perhaps), Asselineau (I believe he is honest in his approach), Mélenchon (although he has always been a politician), Dupont-Aignan (although)","Lassalle (peut-être), Asselineau (je le crois honnête dans sa démarche), Mélenchon (bien qu'il ait toujours été un politicien), Dupont-Aignan (quoique)",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
789012,244,"It's not against you... but I'm taken aback to read some of the comments. M. Le Pen is predicted to have 21 points / 28 this afternoon. Imagine voting for JL Mélenchon to see him in the second round against Emmanuel Macron, that's taking a risk of having a Le Pen / Mélenchon match... that's all!","Ce n’est pas contre vous … mais je suis interloquée de lire certains commentaires. M.Le Pen est annoncée à 21 pts /28 ce midi. Imaginer voter JL Mélenchon pour le voir au 2nd tour face à Emmanuel Macron, c’est prendre un risque d’avoir un match Le Pen / Mélenchon… c’est tout !",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1750219,245,"Last night around 11:00 p.m., I arrived at a red light on Boulevard Père Soulas in Montpellier and some young people were making posters for Mélenchon. They were happy when I opened the window and shouted ""CeseraMelenchon.""","Hier soir vers 23h00, arrivé a un feu rouge sur le  boulevard Père Soulas à Montpellier, des jeunes étaient entrain de faire du collage pour Mélenchon. Il étaient contents quand j'ai ouvert la fenêtre et j'ai  crie CeseraMelenchon. ",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
3881319,246,"Yes. Young people, neighborhoods, and many others put Jean-Luc Mélenchon in the lead in Nîmes. This is the result of our hard work, door-to-door, rights caravans, and our speeches on housing/public services/purchasing power/employment, etc. See you in June to win.","Oui. Les jeunes, les quartiers, et bien d'autres ont placé Jean-Luc Mélenchon en tête à Nîmes. C'est le résultat de notre travail acharné, porte à porte, caravane des droits et de nos discours sur le logement/service Public/Pouvoir d'Achat/ Emploi etc RDV en juin pour gagner.",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
827253,247,"This shows that 62% of JLM voters (of which I am one) also voted for Mélenchon because he could have made it through the first round. But you're right: there's no problem, which is probably why Michel Larrive and Manuel Bompard are so close to the table...","Cela montre que 62% des électeurs de JLM (dont je fais partie) ont aussi voté Mélenchon parce qu'il pouvait passer le premier tour. Mais vous avez raison: il n'y a aucun problème, c'est sans doute pour cela que Michel Larrive et Manuel Bompard coupent le tableau...",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
2086157,248,"I don't understand the problem. If you have left-wing ideas, it's Mélenchon who's carrying them today. It's the only program that's accomplished and complete, with a social project. The rest of the left must unite around him; they're the ones who don't want unity.","Je comprends pas le problème. Si vous avez des idées de gauche, c'est aujourd'hui Mélenchon qui les porte. C'est le seul programme qui soit abouti et complet, avec un projet de société. Le reste de la gauche doit s'unir autour de lui, c'est eux qui ne veulent pas l'union",None,None,Mélenchon,NO,NO,NO,NO,NO,NO,NO,NO,YES
3480758,249,"Mélenchon decided to abstain according to a poll. 1/3 decided to vote for Macron. I think 34% and 1/3 decided to choose Madame Le Pen. 30%. Some are even ready to vote for Le Pen just to block Macron. So there, I think nothing is decided yet.","Mélenchon a décidé de s'abstenir selon un sondage. 1/3 a décidé de voter Macron. Je pense 34 % et 1/3 a décidé de choisir Madame Lepen. 30 %. Certains sont même prêts à voter Lepen juste pour faire barrage à Macron. Donc là, je pense que rien n'est encore joué.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3957085,250,"Not at all, many people think ""I'm independent, I have such and such a situation, so even if I agree with Mélenchon or someone else I have to vote for Macron."" The problem is just that people vote for small interests (or so they think) and not for France. The man is pathetic.","Pas du tout, beaucoup pensent "" je suis indépendant, j'ai telle situation, donc même si je suis d'accord avec Mélenchon ou autre je dois voter Macron""  Le problème c'est juste que les gens votent par petit intérêt(du moins le croit) et pas pour la France.  L'homme est minable.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1368644,251,"As a Breton, I vote for Mélenchon first. You don't have to be stupid either!","En tant que breton, je vote d'abord Mélenchon. Faut pas être con non plus !",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
2731135,252,"The 22% also include communists, socialists, environmentalists, and anti-capitalists who voted for Mélenchon. Roussel bears responsibility, of course, but don't throw the baby out with the bathwater. We won't succeed in the legislative elections with indignation. It's no fun.","Les 22%, ce sont aussi des communistes, des socialistes, des écologistes, des anticapitalistes qui ont voté Mélenchon. Roussel porte une responsabilité, certes, mais jetez pas le bébé avec l'eau du bain. Aux législatives on y arrivera pas avec l'indignation. C'est pas la récré.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4045053,253,I will never vote Socialist Party again. I will never vote Green Party again. I will never vote Communist Party again. They all disgust me. Spitting on Mélenchon like they do while Macron is planning unprecedented social destruction is because they love sadomasochism.,"Plus jamais je voterai PS. Plus jamais je voterai EELV. Plus jamais je voterai PCF. Ils me dégoûtent tous.  Cracher sur Mélenchon comme ils le font alors que Macron prévoit une casse sociale sans précédent, c'est qu'ils aiment le sadomasochisme.",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
3186254,254,"But if she wins, who would she govern with, knowing that the LR are turning their backs on her, or that this hand extended to Mélenchon and Montebourg has been rejected?","Mais en cas de victoire, avec qui gouvernerait-elle, sachant que les LR lui tournent le dos, ou encore que cette main tendue à Mélenchon et Montebourg a été rejetée ?",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
904140,255,"Like this charming young man, polite and helpful. It's amazing how many people were waiting for Z's election so they could make their hijra. Why did they vote for Mélenchon rather than Z?","Comme ce charmant jeune homme, poli et serviable. Étonnant tous ces comptes qui attendaient l'élection de Z pour pouvoir faire leur hijra. Pourquoi ont-ils voté Mélenchon plutôt que Z ? ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3933812,256,"Same in my town, right-wing mayor who encouraged us to vote for Pécresse (lol) but Macron came out on top (nearly 40% I think) followed by Mélenchon.. Lots of residents in big, expensive houses, who must appreciate the first five-year term","Pareil dans ma commune, maire de droite qui nous a incités à voter Pécresse (lol) mais Macron est arrivé en tête (près de 40% je crois) suivi quand même de Mélenchon.. Beaucoup d'habitants dans des grosses maisons bien chères, qui doivent apprécier le 1er quinquennat ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
677327,257,It's funny that young people who have a future ahead of them vote for Mélenchon and the elderly love Macron as they say the truth comes from the mouths of children Melenchon2dTour,C'est marrant la jeunesse qui a l'avenir devant soi vote Mélenchon et les personnes âgés aime Macron  comme on dit la vérité sort de la bouche de enfants Melenchon2dTour,Mélenchon,None,None,NO,NO,YES,NO,NO,NO,NO,NO,NO
1992609,258,"I would be afraid for my daughter, I want for her freedom and the joy of expressing herself, of living her life as a woman, under Mélenchon our France will become a Lebanon. No pity, not that.","J aurais peur pour ma fille, je veux pour elle une liberté et la joie de s exprimer de vivre sa vie de femme, sous Mélenchon notre France deviendra un Liban .non pitié pas ça.",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
1220007,259,"Sorry, I proudly voted for JLM, but if it's to put up with Pinochet for 5 years, I think I'll vote AGAINST Macron. I find that Mélenchon's instructions pose a problem with someone like Macron. It's not Chirac-Le Pen 2002.","Déso, j'ai voté fièrement JLM mais si c'est pour me farcir du Pinochet pendant 5 ans, je crois que je vais voter CONTRE Macron. Je trouve que la consigne de Mélenchon pose problème avec quelqu'un comme Macron. C'est pas Chirac-Le Pen 2002.",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
3487515,260,"Mélenchon and Zemmour are pretty much in agreement on the war in Ukraine and NATO's significant responsibility, and some pro-Z supporters have liked Mélenchon's tweets on this subject. Should I conclude that Mélenchon is trying to attract Zemmour's voters by expressing himself this way?","Mélenchon et Zemmour sont à peu près d'accord sur la guerre en Ukraine et la responsabilité non-négligeable de l'OTAN, certains pro-Z ont aimé des tweets de Mélenchon a ce sujet. Dois-je en conclure que Mélenchon essaie d'attirer l'électorat de Zemmour en s'exprimant ainsi ?",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
692057,261,"It's packed, I'll never vote for her, Mélenchon.",C'est plein à craquer je voterai pour elle jamais Mélenchon.,Le Pen,Mélenchon,None,NO,YES,NO,NO,NO,YES,NO,NO,NO
4214759,262,"Damn... I see a lot of people (I'm not even talking about Christiane, eh) calling for a vote for Mélenchon. ""The Republic is me"": when magistrates and police do their job. ""Dirty bastards"", ""hyenas"", ""vermin"": when journalists do their job. What is this widespread amnesia?",Punaise… je vois énormément de gens (je parle même pas de Christiane hein) appeler à voter Mélenchon. «La république c’est moi»: qd magistrats et police font leur taf. «Sales cons» «hyènes» «vermine»: qd journalistes font leur taf. C’est quoi cette amnésie généralisée?,None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
662134,263,"It's imperative, I'm a communist and I'm voting for Mélenchon. If Roussel was at 15% and Mélenchon at 2%, I would vote for Roussel without hesitation. Too much pain during 5 years of Macron's presidency, the assassin of democracy.","C'est impératif, je suis communiste et je vote Mélenchon. si roussel était à 15%et Mélenchon à 2% je voterai pour roussel sans hésiter. Trop de douleurs pendant 5 ans de présidence de macron l'assassin de la démocratie.",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
3876191,264,"Yes, we understand your project, Mr. Mélenchon. It's that of a people's republic. The history of the 20th century describes several models. The people you constantly invoke have never – since 1848 – opted for this type of regime. And there is little chance of that happening.","Oui, on a bien compris votre projet, M. Mélenchon. C’est celui d’une république populaire. L’histoire du 20ème s. en décrit quelques modèles. Le peuple que vous invoquez sans cesse n’a jamais – depuis 1848 – opté pour ce type de régime. Et il y a peu de chance que cela arrive.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
265905,265,"As well as the figures from France Stratégie attached to the Prime Minister, I believe. This is the famous creolization of Mélenchon which does not exist and has never existed in history.",Ainsi que les chiffres de France stratégie rattachés au 1er ministre je crois.  C'est la fameuse créolisation de Mélenchon qui n'existe et n'a jamais existé dans l'histoire,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4500379,266,"If Macron wins I will be happy that this young president continues to manage our country well. I voted for Mitterrand in 81, the idol of Grandpa Mélenchon, and I understood that he had taken us all for fools, me who is Muslim! Do like me, vote for MACRON","Si Macron gagne je serai  heureux que  ce jeune président  continue à bien gérer notre pays. J'ai voté Mitterrand en 81 , l'idole de pépé Mélenchon , et j'ai compris qu'il nous avait tous pris pour des jambons, moi qui suit musulman ! Fais comme moi , vote pour            MACRON",Macron,None,Macron,YES,NO,NO,NO,NO,NO,YES,NO,NO
4654730,267,Don't worry that Macron will really screw up my life. And yet I'm not going to vote for MLP even though she could potentially improve it. Everyone votes as they wish. I tried to get Mélenchon to pass to improve life in France. Now you sort it out for yourself.,T'inquiètes que Macron me nique bien ma vie. Et pourtant je ne vais pas voter MLP alors qu'elle pourrait potentiellement l'améliorer. Chacun vote comme il veut. J'ai essayé de faire passer Mélenchon pour améliorer la vie en France. Maintenant demerdez-vous.,None,Macron,Mélenchon,NO,NO,NO,YES,NO,NO,NO,NO,YES
1061388,268,"In a report last night about the undecided in the election on... A young woman: ""I wanted to vote for Mélenchon but since he doesn't seem to be on the right track (to win) I think I'll vote for Macron."" They must have had a hard time finding that one... presidential elections 2022","Dans un reportage hier soir sur les indécis du scrutin sur ... Une jeune femme : ""Je voulais voter Mélenchon mais comme il n'a pas l'air bien parti (pour gagner) je pense voter Macron.""   Ils ont dû bien galérer pour la trouver celle-là...   presidentielles2022 ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2245118,269,"I suppose I am a social chauvinist for these leftists because I am a social-sovereignist, but I voted for Mélenchon yesterday, so be careful of cognitive dissonance. My vote clearly means that I put more social considerations on my supposed ""chauvinism.""","Je suppose que je suis un social chauvin pour ces gauchistes car social-souverainiste mais j'ai voté Mélenchon hier du coup attention à la dissonance cognitive. Mon vote veut bien dire que je mets davantage le social sur mon supposé "" chauvinisme "" ",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
5069254,270,"You're annoying me with your ToutSabutMacron! Realize that Zemmour, Pécresse, Mélenchon are the same! THEY will ALL call at 8:02 PM to vote Macron if it's Marine/Macron in the second round. So I'm creating a new Hashtag PersonneSabutMarine! MLaFrance","Vous me gonflez avec votre ToutSaufMacron ! Rendez-vous bien compte que les Zemmour, Pécresse, Mélenchon sont les mêmes ! ILS appelleront TOUS à 20H02 à voter Macron si c'est Marine/Macron au second tour. Alors moi je crée un nouveau Hashtag  PersonneSaufMarine ! MLaFrance ",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
3769344,271,"Let's keep it simple. If Mitterrand judged Mélenchon today as a failure, even though he had lifted the left up, brought forth a new generation of fighters to take over, and carried forward a program loud and clear, then I would judge Mitterrand as a failure.","On va faire simple.  Si Mitterrand jugeait aujourd'hui Mélenchon comme un raté, alors qu'il a relevé la gauche à bout de bras, fait monter une nouvelle génération de battants pour prendre la relève et porté haut et fort un programme, alors je jugerais Mitterrand comme un raté.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3496791,272,"Mélenchon, the hater who wants to disarm the police and open the doors to mass immigration. I will never vote for him.","Mélenchon, le haineux qui veut désarmer la police et ouvrir les portes à l'immigration de masse. Jamais je ne voterai pour lui.",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
234448,273,"Oh, that's boomer? Well then Mélenchon is a boomer!! You have to be consistent, my little friend, you're going to vote for a 70-year-old ""boomer"", whose only background is a vague history teacher diploma, while we have a young guy in his position for 5 years.","Ah c'est ça boomer?  Eh bien alors le Mélenchon c'est un boomer!! Faut être cohérent mon p'tit pote , tu vas voter pour un vieux ""boomer"" de 70 ans, qui n'a pour tout bagage qu'un vague diplôme de prof d'histoire alors que nous avons un p'tit jeune en place depuis 5 ans.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
881968,274,"Among the youngest, Jean-Luc Mélenchon came out on top in the first round of the presidential election","Chez les plus jeunes, Jean-Luc Mélenchon est arrivé en tête au premier tour de la présidentielle ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3219888,275,"But who thinks that? I see the glass half full, it could have been Mélenchon instead of Marine, but if you want to be sectarian, don't vote or vote for Macron, but after that, don't claim to be a Reconquest anymore.",Mais qui pense ça ? Moi je vois Le verre à moitié plein ça aurait pu être Mélenchon à la place de Marine mais si vous voulez être sectaire ne votez ps ou votez Macron mais après cela ne vous réclamez plus de Reconquête,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1588744,276,"Uh, I will never vote for Mélenchon. Those who support Zemmour or Le Pen and are capable of voting for him over Macron are not patriots, just anti-Macron people.","Euh je voterai jamais Mélenchon, les pro Zemmour ou le Pen capable de voter pour lui face à Macron ne sont pas des patriotes, juste des anti Macron",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
4636309,277,"Pathetic and totally irrelevant sequence: sorry but that's a big no! Politicizing the series by asking people to vote for Mélenchon, I absolutely do not approve! The potential end of the series has nothing to do with Marcon as Sophie de La Rochefoucauld suggests. PBLV","Séquence pathétique et totalement hors de propos: désolé mais c'est un grand non! Politiser la série en demandant de voter Mélenchon, je ne valide absolument pas! L'arrêt potentiel de la série n'a rien à voir avec Marcon comme le laisse entendre  Sophie de La Rochefoucauld. PBLV",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
554548,278,"Well, I still don't know who to vote for, but the Elize app tells me that the furthest away is Poutou, followed by Mélenchon.",Bon je ne sais toujours pas pour qui voter mais l'application Elize me dit que le plus éloigné est poutou suivi de Mélenchon,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3475365,279,"Muslim = 5 pillars of Islam (testimony of faith, salat, zakat, fasting during Ramadan and pilgrimage to Mecca). I apply all of that. Excuse me for not voting for Mélenchon who wants to tax me. One can be Muslim and liberal, Ferhat Abbas in Algeria for example.","Musulman = 5 piliers de l'islam (attestation de foi, salat, zakat, jeûne du ramadan et pèlerinage à la Mecque). J'applique tout ça. Excuse moi de ne pas voter pour Mélenchon qui souhaite me taxer. On peut être musulman et libéral, Ferhat Abbas en Algérie par exemple.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5448321,280,I don't want to vote out of obligation like I vote for Mélenchon.,je ne veux pas voter par obligation  comme   je vote Mélenchon,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2613446,281,The forger of politics..... Mélenchon's program... General distribution and they believed it... People need to have a little common sense... Macron KILLED!!! Our beautiful country and Mélenchon finished.... I have never voted for Marine in my life Well now I'm going to do it,Le faussaire de la politique..... programme de Mélenchon... Distribution générale et ils y ont cru... Faut avoir un peu de bon sens le peuple... Macron a TUÉ !!! Notre beau pays et Mélenchon achevé.... Je n'ai jamais voté Marine de ma vie Bein maintenant je vais le faire,Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
4499537,282,"If Macron is elected, I mean if, and if there is a general insurrection, he will put Mélenchon as prime minister. I think Marine has a chance, the French are fed up with the enlightened despot.","Si Macron est élu je dis bien si et s'il ya insurrection généralisée , il mettra Mélenchon premier ministre.  Je pense que marine a une chance , les français en ont plein les couilles du despote éclairé",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2258058,283,"I'm going to vote for Mélenchon. But I can't stand Garrido. There you go, you don't care, but it doesn't matter.","Je vais voter Mélenchon. Mais Garrido je peux pas l'encadrer. Voilà, vous vous en foutez, mais peu importe.",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
1317572,284,"In 2002 I was a Socialist, I didn't like Chirac but I still voted for him, but he wasn't an extremist but a republican, which is not the case for Mélenchon and","En 2002 j'étais PS, je n'aimais pas Chirac mais j'ai pourtant voté pour lui, mais lui ce n'était pas un extrémiste mais un républicain, ce qui n'est pas le cas pour Mélenchon et ",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
835754,285,Some convinced abstainers for years have themselves launched the idea of ​​voting randomly for Le Pen or Mélenchon to push them to the second round and eject the other idiot in the first.,Certains abstentionniste convaincu depuis des années ont eux-même lancé l'idée de voter au hasard Le Pen ou Mélenchon pour les pousser au second tour et éjecter l'autre con dès le premier.,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3509042,286,"Even if Roussel had withdrawn, the communist base would not have voted for Mélenchon. Given the violence against him over the past 48 hours (and incidentally 2017), I understand them. And it's more honest to lump Jadot and Hidalgo together with Roussel than to point out only the","Même si Roussel c’était retiré, la base communiste n’aurait pas voté Mélenchon. Vu la violence à l’égard du  depuis 48h (et accessoirement 2017), je les comprends. Et puis c’est + honnête de mettre Jadot et Hidalgo dans le même sac que Roussel que pointer uniquement le ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5582206,287,"No! He called for a vote for Mélenchon, I saw a tweet on the subject even though I also have a little grudge from 2017.","non ! il a appeler a  voter Mélenchon  ,j'ai vu passe un tweet sur le sujet même si moi aussi j'ai une petite rancune de 2017 .",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3013092,288,"Macron is killing her, people's racism is so strong that they really voted for this incompetent woman, I'm devastated. A Mélenchon/Macron debate would have been incredible.","Macron est entrain de la massacrer, le racisme des gens est tellement fort qu'ils ont vraiment voter pour cette incapable, je suis abattu. Un débat Mélenchon/Macron aurait été incroyable.",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
4764605,289,"That's too easy, we're in a democracy, they cast their votes. It's the young people you should blame, we know they largely vote for Mélenchon. But where was he on Sunday? On TikTok? Fortnite? Not at the polls anyway.","Trop facile ça, on est en démocratie, ils ont exprimé leurs vote C'est aux jeune que tu devrais en vouloir, on sait qu'ils votent largement Mélenchon, Mais ou était il dimanche ? Sur tiktok? Fortnite? Pas aux urnes en tous cas ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4365879,290,"Glad to see that you're going to change the world, if not the subject in a logic of guilt against a backdrop of injunction to what would be humanism, counting on Le Pen or Mélenchon. But hey?! Each to their own shit. I prefer the thwarted Macronie.","Ravi de voir que vous allez changer le monde, si ce n'est le sujet dans une logique de culpabilité sur fond d'injonction à ce qui serait un humanisme, en comptant sur Le Pen ou Mélenchon. Mais bon?! Chacun sa merde. Je préfère la macronie contrariée.",None,None,Macron,NO,NO,NO,NO,NO,NO,YES,NO,NO
3496068,291,"Mélenchon and Le Pen have been Putin's supporters for years, without even hiding it. They now vaguely hide their game, but remain allies of the criminal simply out of anti-Americanism.","Mélenchon, Le Pen, ont été les soutiens de Poutine pendant des années m, sans même sans cacher. Ils cachent désormais vaguement leur jeu, mais restent des alliés du criminel par simple anti américanisme.",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
